"playerId","player","team","position","passAtt","passComp","passInc","passCompPct","passYds","passTds","passInt","rushAtt","rushYds","rushTds","fumbles","twoPts","regTds","pass300","pass350","pass400","returnTds","dataScrapeId","pass40","rush40","sacks","games","rec","recYds","recTds","returnYds","rush100","rush150","rush200","rec40","rec100","rec150","rec200"
2500744,"Joey Galloway","TB","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,62,965,5,NA,NA,NA,NA,NA,NA,NA,NA
2500758,"Jeff Garcia","TB","QB",279,173,NA,NA,1951,11,6,40,135,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500835,"Tony Gonzalez","KC","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,78,898,6,NA,NA,NA,NA,NA,NA,NA,NA
2500887,"Ahman Green","HOU","RB",NA,NA,NA,NA,NA,NA,NA,108,410,3,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,7,55,0,NA,NA,NA,NA,NA,NA,NA,NA
2500904,"Trent Green","STL","QB",56,34,NA,NA,421,2,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500919,"Brian Griese","TB","QB",79,49,NA,NA,545,3,4,5,11,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501062,"Marvin Harrison","IND","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,57,750,6,NA,NA,NA,NA,NA,NA,NA,NA
2501078,"Matt Hasselbeck","SEA","QB",474,289,NA,NA,3270,21,18,28,104,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501111,"Steve Heiden","CLE","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,17,159,1,NA,NA,NA,NA,NA,NA,NA,NA
2501173,"Ike Hilliard","TB","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,35,442,2,NA,NA,NA,NA,NA,NA,NA,NA
2501229,"Torry Holt","STL","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,87,1144,8,NA,NA,NA,NA,NA,NA,NA,NA
2501258,"Damon Huard","KC","QB",63,39,NA,NA,489,2,2,1,4,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501355,"Edgerrin James","ARI","RB",NA,NA,NA,NA,NA,NA,NA,269,1075,7,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,28,187,0,NA,NA,NA,NA,NA,NA,NA,NA
